,id,text
653,1535175386018947072,if anything is worse losing sleepover
654,1535175246944169985,please *0XX me with my “twitter ✨profile banner location”
655,1535174978005479424,screen door light bright
656,1535174682034307073,toxic nostalgia
657,1535173105542279168,we have a history
658,1535173072180764672,here take my prized possession ✨
659,1535172991872446469,your turn this time
660,1535172927666151425,canon ground rules magic compass choking death alone no
661,1535172673646473216,for me tomorrow is my first day
662,1535172058702786562,2 0 X✨X is canon lol
663,1535171908559286273,any ship to go out on out here?
664,1535171729001095168,starstruck collateral damage
665,1535169697678626817,2 gud 2B true! lol
666,1535166384555995136,one hand behind my back the other on my heart feeling my pulse
667,1535165354053279744,insomnia
668,1535163173371641856,☯️
669,1535160705174732800,uncut jemz
670,1535159892540919810,true self love is verifiably (✨) reciprocal
671,1535158006102364161,soup de jour
672,1535157747515199488,"false alarm v warning sign

☯️"
673,1535157518241976321,trustworthy co-pilot light 💡🌈🚨
674,1535156093692747776,synthetic nostalgia
675,1535152171875938307,i’ll sell you the emoji I am going to use for 1 btc in 1 hour act fast
676,1535152006951604224,fingers crossed “all you need is love” is kind of like
677,1535151663194918912,sorry if I miss your call my phone was on silent
678,1535151517920919553,room reader
679,1535151182938681344,shiny white rabbit with bling like ✨
680,1535151052613296128,sunday best
681,1535150996678053889,thank you for your college try
682,1535150708495745024,4*7292327 lol hotline bling?
683,1535150546230730753,what if you could be the change…
684,1535149864199172097,red 40 lol ZZ method
685,1535149330822139904,human state machine?
686,1535148299115589632,no horse in this race or something?
687,1535147707534233600,maybe like 4+i^2?
688,1535147593717624832,1-5?
689,1535147556740616192,top 5
690,1535147143786180608,back to back champ
691,1535146865737359361,when did sympathy for people you disagree with become an accidental auto faux pahhh
692,1535146104827744257,BOO 👻 lol
693,1535145967736877056,this next one is a BOGO
694,1535145439086858240,not my first rodeo
695,1535145359516717056,👋
696,1535145106423963648,please just give me 10 minutes heads to get dressed and let's get pancakes https://t.co/pevxjevHbU
697,1535144239557816321,https://t.co/f9qgU5J2FO
698,1535143305939279873,not a tragedy porn fan myself personally
699,1535142925482348544,"not getting in the grove
imagine"
700,1535142759899615232,blindness☯️cheapest disability free sample
701,1535142472547831808,imagine my plan A lol
702,1535141258796011520,A L O H A
703,1535141074519265280,vibe check 🤪
704,1535140658150748160,place your bets ⤵️
705,1535140549686009857,"""dropped""
🕳or☯️?"
706,1535139368725123072,hello☯️b*y Felicia
707,1535138524504018946,gift horse oral cavity search
708,1535137465668976640,maybe he had a white rabbit mindset 🐇
709,1535137042190872577,I wonder what Julian Casablancas was thinking about when he named The Strokes Songs
710,1535136476651958272,Tom's Diner (Cover) - AnnenMayKantereit x Giant Rooks #shorts #lyrics https://t.co/2Zknpx9s5Q via @YouTube
711,1535136253397454848,trying to decide if this is a funny meme… any ideas? https://t.co/7HNXycuFw7
712,1535135533948579840,the best message to retweet is above ^^^^^^
713,1535135425345429504,please copy and paste to your twitter verbatim if you agree
714,1535135264514813953,for the day 1s
715,1535135215298850816,bro I literally just want pancakes it's kind of insane when you think about it 🤪🤯
716,1535134889846067202,you're probably a human 😉
717,1535134610262089729,if that scared you
718,1535134366384259073,I will have all the money and burn it 😈
719,1535134114545668096,and for my next trick
720,1535133651502895104,short shorts
721,1535130941256962049,family friendly for no reason
722,1535129502971359232,date stamp
723,1535129171684253697,2 for 1 special
724,1535129085558411264,all in one go
725,1535127143625023489,toxicity lives down the street with authenticity
726,1535126869003014145,"wind at your back 
🌬"
727,1535123091814158337,is there a level of enlightenment that will clean my room?
728,1535122954689794054,the view from my old room in my old house with some random filter or HDR effect or something
729,1535121996412907525,live AMA at your place A$AP
730,1535121327882784769,imagine hanging on my every word like a… curious child with no agenda 😎
731,1535121226300989440,ener*y*
732,1535121082507595776,praise is free eney?
733,1535120607414652928,impartial judge of character
734,1535120337838387200,if it's the last thing I don't do? or something https://t.co/dnBNZzNiXB
735,1535119407260651520,the only thing you can't do inauthentically? 😎? 👀
736,1535118784637173760,these parts
737,1535118508756873216,and we can get on with out lives again for the first time 🤪😜🤗😆😉🥰
738,1535118393233141765,discovering the Rosetta stone by building the smallest one you can think of from scratch over and over as fast as you can untill somebody gives you food and water so you can hurry up and finish
739,1535118216388698113,imagine writing down your own first words in a new language
740,1535118143462354947,"lucky to be alive 🥰🎯?
🕳🥵🤬
near death experience😫😡"
741,1535116801926778882,I guess you can call me the natural if it rolls off your tongue 🤔🤪😎🥺
742,1535116488796909568,rainbow vomit
743,1535115886532497408,the last open edition?
744,1535115816210866177,open Questions
745,1535115331554881538,it's kijds of like canon falso nostalgia
746,1535115193813827584,my rug is so dirty lol. I wish I had a free robot vacuum. I promise I will be nice to it 🤞
747,1535115033872519169,my Nintendo DS? 🤔
748,1535114963647229952,https://t.co/rd18paQVvn
749,1535114834760433666,acquired taste
750,1535114743714705408,imagine doxxing yourself on accident on purpose lol. so on brand for me tbh
751,1535114607148138497,sweetness like black coffee
752,1535114234211672064,canon anagrams? lol
753,1535113461973192705,real fake magic 😝
754,1535113284734423040,working the night shift again it seems 😉
755,1535113208947539968,cheapest most expensive pancake breakfast with no I can’t believe it’s not not butter lol
756,1535113028294696960,sometimes I guess I just get too excited and try to eat dessert in the middle
757,1535112934325596162,sorry about the head start 🥹😅😇🥰😘🥳😎😝
758,1535112594842783746,"ears eyes hands feet toes arms 
half
☯️
✌️ 

lol xoxo 😜😘"
759,1535112273156419585,character limit lol
760,1535112216025759744,“if you don’t have something nice to say don’t say anything at all?” 🤔🤨
761,1535112037260374017,positive sum game 😜
762,1535111991781519360,thanks siri
763,1535111924207128576,any bagel toasters? 👀🕊
764,1535111865985945600,hand
765,1535111848134967296,jar
766,1535111830032351232,hot peanut butter lol
767,1535111763317825539,"you wake up and don’t remember what happened or where you are.
are you sober? 👀"
768,1535111456504414208,I can’t believe it’s not not butter lol?
769,1535111399906521094,music that isn’t alternative rock 🫠
770,1535111158289403904,get these bangers and mash while they’re hot fellas 🥹😉
771,1535109143651962880,dealers choice
772,1535108740969402368,the hardest operator for me to understand without help from a friend I can trust not to call me crazy
773,1535108609020792833,☯️ hmmmm
774,1535108507246002176,lol ☯️OK ?
775,1535108351150829568,nostalgia 🥰
776,1535108315226644480,fond memories 😊
777,1535108241780199424,Julian Casablancas Instagram Forgotten Sczhitzo conversation
778,1535108091821236225,@majorbuttminor lol
779,1535107742183985152,imagine reinventing the wheel 🤔
780,1535107640572858369,perfect circle
781,1535107464353288192,the thing you can only find on accident 😎
782,1535107400872513538,in good taste
783,1535107379657703424,lol*
784,1535107351492972544,"fucking around = finding out 
lo"
785,1535107230399225856,comedown machine?
786,1535106879654723584,minecraft? 🤩
787,1535106818203979776,word order
788,1535106739690803200,canon noise
789,1535106225607569408,I work at Tao in NH LA or there about a
790,1535105870756843520,best saber canon be rhythm game? idk imho
791,1535105476781756417,probably a bad idea to scare children on purpose for fun imo tbh in my experience
792,1535105151525982208,amogus in roblox lol
793,1535104812651425792,free skins for life
794,1535104167810715648,age appropriate
795,1535103934674575361,contemporary arts issue
796,1535103321454718976,lost for words together
797,1535103064046071808,all I asked for was pancakes when you think about it 🤯
798,1535102323231318017,everyone you can possibly think of
799,1535102151898214402,contemporary art issue
800,1535100175428878336,#NewProfilePic https://t.co/QqcUR8S1BH
801,1535099943446204416,best color free lol
802,1535096275535704064,off white
803,1535085271489794049,told you so 🥹🫰
804,1535085065436221440,no chargebacks
805,1535080440255504385,in good fun
806,1535079439507152896,math school
807,1534978496446877696,I'll do it right now
808,1534978463102226433,for future generations
809,1534978419670167552,just DM me saying it's archived or something
810,1534978365588787200,I’m going to delete it then
811,1534978313252327424,value is a construct
812,1534978220889583616,halo check
813,1534978137183817729,😎
814,1534978080271323137,a moment of silence☯️😌💫
815,1534977961132036096,kingdom hearts?
816,1534977934347227136,and save the world
817,1534977905796608000,lol have a seance
818,1534977843938983936,cult of personality?
